Bulan,NOPOL,Kategori Site,Site Name,BU Site,Type Armada,Klasifikasi Kendaraan,Usia (Year),Owner,DPP,Nominal Downtime,DPP Net (setelah downtime)
Nov-25,DA8613BZ,SDC,HCI PONTIANAK,HCI,PICKUP,NIAGA,4,MR,3656000.0,0,3656000.0
Nov-25,BP8410EH,SDC,AHI BATAM,AHI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Nov-25,BP8571EH,SDC,AHI BATAM,AHI,CDE LC,NIAGA,7,MR,6835000.0,0,6835000.0
Nov-25,BP8260DO,SDC,AHI BATAM,AHI,MVB,NIAGA,7,MR,3518000.0,0,3518000.0
Nov-25,A8105ZV,SDC,AHI PALU,AHI,MVB,NIAGA,6,MR,3416000.0,0,3416000.0
Nov-25,A8239VC,SDC,HCI PALU,HCI,CDE LC,NIAGA,1,MR,8865000.0,0,8865000.0
Nov-25,A8102VC,SDC,HCI PALU,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8205VX,HUB,HUB AHMAD YANI BEKASI (AHI),AHI,MVB,NIAGA,13,MR,2525000.0,0,2525000.0
Dec-25,A8471ZE,HUB,HUB AHMAD YANI BEKASI (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,A8542ZE,HUB,HUB AHMAD YANI BEKASI (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,A8014ZV,HUB,HUB AHMAD YANI BEKASI (AHI),AHI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-25,A8565VC,HUB,HUB AHMAD YANI BEKASI (AHI),AHI,CDE LC,NIAGA,1,MR,9000000.0,0,9000000.0
Dec-25,B9708SCE,HUB,HUB ALAM SUTERA (AHI),AHI,MVB,NIAGA,10,MR,2783000.0,0,2783000.0
Dec-25,A8025ZC,HUB,HUB ALAM SUTERA (AHI),AHI,MVB,NIAGA,9,MR,2958000.0,0,2958000.0
Dec-25,A8638ZF,HUB,HUB ALAM SUTERA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,A8153ZH,HUB,HUB ALAM SUTERA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,A8498ZH,HUB,HUB ALAM SUTERA (AHI),AHI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8606ZF,HUB,HUB ALAM SUTERA (AHI),AHI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8515VC,HUB,HUB ALAM SUTERA (AHI),AHI,CDE LC,NIAGA,1,MR,9000000.0,0,9000000.0
Dec-25,A8523VC,HUB,HUB ALAM SUTERA (AHI),AHI,CDE LC,NIAGA,1,MR,9000000.0,0,9000000.0
Dec-25,A8799XZ,HUB,HUB ARTHA GADING (AHI),AHI,CDE PICK UP,NIAGA,11,MR,4522000.0,0,4522000.0
Dec-25,B9381SCG,HUB,HUB ARTHA GADING (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,A8126ZF,HUB,HUB ARTHA GADING (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,A8421ZH,HUB,HUB ARTHA GADING (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,A8516ZW,HUB,HUB ARTHA GADING (AHI),AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Dec-25,A8718VB,HUB,HUB ARTHA GADING (AHI),AHI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8821XA,HUB,HUB BDG LP PASKAL (AHI),AHI,MVB,NIAGA,12,MR,2645000.0,0,2645000.0
Dec-25,A8304XY,HUB,HUB BDG LP PASKAL (AHI),AHI,MVB,NIAGA,11,MR,2714000.0,0,2714000.0
Dec-25,A8325VX,HUB,HUB BDG LP PASKAL (AHI),AHI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8915WX,HUB,HUB BOGOR TERASUTRA (AHI),AHI,MVB,NIAGA,13,MR,2525000.0,0,2525000.0
Dec-25,A8187ZV,HUB,HUB BOGOR TERASUTRA (AHI),AHI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Dec-25,F8966BF,HUB,HUB BOGOR TERASUTRA (AHI),AHI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,B9321SCE,HUB,HUB CIBUBUR (AHI),AHI,MVB,NIAGA,10,MR,2783000.0,0,2783000.0
Dec-25,B9304SCE,HUB,HUB CIBUBUR (AHI),AHI,MVB,NIAGA,10,MR,2783000.0,0,2783000.0
Dec-25,A8449ZY,HUB,HUB CIBUBUR (AHI),AHI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-25,A8472ZE,HUB,HUB CIBUBUR (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,A8077ZC,HUB,HUB DEPOK MARGONDA (AHI),AHI,MVB,NIAGA,9,MR,2958000.0,0,2958000.0
Dec-25,B9351SCG,HUB,HUB DEPOK MARGONDA (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,A8297ZY,HUB,HUB DEPOK MARGONDA (AHI),AHI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-25,A8882ZX,HUB,HUB DEPOK MARGONDA (AHI),AHI,MVB,NIAGA,15,MR,2223000.0,0,2223000.0
Dec-25,B9803SCF,HUB,HUB GANDARIA (AHI),AHI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,A8498ZF,HUB,HUB GANDARIA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,A8423ZH,HUB,HUB GANDARIA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,A8419ZH,HUB,HUB GANDARIA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,A8436ZH,HUB,HUB GANDARIA (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,A8564VC,HUB,HUB GANDARIA (AHI),AHI,CDE LC,NIAGA,1,MR,9000000.0,0,9000000.0
Dec-25,A8873ZX,HUB,HUB IBCC - BANDUNG (AHI),AHI,MVB,NIAGA,11,MR,2714000.0,0,2714000.0
Dec-25,B9643SCE,HUB,HUB IBCC - BANDUNG (AHI),AHI,MVB,NIAGA,10,MR,2783000.0,0,2783000.0
Dec-25,A8707ZE,HUB,HUB IBCC - BANDUNG (AHI),AHI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,D8702FC,HUB,HUB IBCC - BANDUNG (AHI),AHI,MVB,NIAGA,9,MR,2958000.0,0,2958000.0
Dec-25,B9126SCB,HUB,HUB KOTA KASABLANKA (AHI),AHI,MVB,NIAGA,13,MR,2192000.0,0,2192000.0
Dec-25,A8477ZD,HUB,HUB KOTA KASABLANKA (AHI),AHI,MVB,NIAGA,9,MR,2958000.0,0,2958000.0
Dec-25,A8026ZC,HUB,HUB KOTA KASABLANKA (AHI),AHI,MVB,NIAGA,9,MR,2958000.0,0,2958000.0
Dec-25,A8040ZV,HUB,HUB KOTA KASABLANKA (AHI),AHI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-25,A8627ZE,HUB,HUB KOTA KASABLANKA (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,DK8388DL,HUB,HUB KUTA BALI,AHI,MVB,NIAGA,13,MR,2525000.0,0,2525000.0
Dec-25,DK8549CQ,HUB,HUB KUTA BALI,AHI,MVB,NIAGA,5,MR,4067000.0,0,4067000.0
Dec-25,A8437VX,HUB,HUB KUTA BALI,AHI,MVB,NIAGA,13,MR,2525000.0,0,2525000.0
Dec-25,A8492XZ,HUB,HUB KUTA BALI,AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Dec-25,A8463ZW,HUB,HUB LP BINTARO (AHI),AHI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Dec-25,A8154ZH,HUB,HUB LP BINTARO (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,B9328D,HUB,HUB LP BINTARO (AHI),AHI,MVB,NIAGA,10,MR,2470000.0,0,2470000.0
Dec-25,N8560BH,HUB,HUB LP SAWOJAJAR (AHI) ( HUB,AHI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,N8166BG,HUB,HUB LP SAWOJAJAR (AHI) ( HUB,AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,N8272BH,HUB,HUB LP SAWOJAJAR (AHI) ( HUB,AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,A8342WX,HUB,HUB LW DENPASAR,AHI,MVB,NIAGA,12,MR,2645000.0,0,2645000.0
Dec-25,A8727ZX,HUB,HUB LW DENPASAR,AHI,MVB,NIAGA,15,MR,2223000.0,0,2223000.0
Dec-25,A8897ZY,HUB,HUB LW DENPASAR,AHI,MVB,NIAGA,14,MR,2369000.0,0,2369000.0
Dec-25,DK8011DF,HUB,HUB LW DENPASAR,AHI,MVB,NIAGA,8,MR,2407533.0,875467.0,1532066.0
Dec-25,BG8598IH,HUB,HUB PALEMBANG INDAH (AHI),AHI,PICKUP,NIAGA,8,MR,3068000.0,0,3068000.0
Dec-25,BG8541IH,HUB,HUB PALEMBANG INDAH (AHI),AHI,PICKUP,NIAGA,8,MR,3068000.0,0,3068000.0
Dec-25,BG8871IH,HUB,HUB PALEMBANG INDAH (AHI),AHI,MVB,NIAGA,8,MR,3483000.0,0,3483000.0
Dec-25,B9486SCE,HUB,HUB PURI MALL (AHI),AHI,MVB,NIAGA,10,MR,2783000.0,0,2783000.0
Dec-25,A8274ZY,HUB,HUB PURI MALL (AHI),AHI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-25,A8962ZY,HUB,HUB PURI MALL (AHI),AHI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-25,A8127ZF,HUB,HUB PURI MALL (AHI),AHI,MVB,NIAGA,8,MR,3283000.0,0,3283000.0
Dec-25,A8601ZM,HUB,HUB PURI MALL (AHI),AHI,MVB,NIAGA,14,MR,2142000.0,0,2142000.0
Dec-25,A8824XA,HUB,HUB PURI MALL (AHI),AHI,MVB,NIAGA,12,MR,2645000.0,0,2645000.0
Dec-25,A8075VC,HUB,HUB PURI MALL (AHI),AHI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8415VC,HUB,HUB PURI MALL (AHI),AHI,MVB,NIAGA,1,MR,4141000.0,0,4141000.0
Dec-25,H9628NA,HUB,HUB SEMARANG SILIWANGI (AHI),AHI,MVB,NIAGA,10,MR,2783000.0,0,2783000.0
Dec-25,H8259AF,HUB,HUB SEMARANG SILIWANGI (AHI),AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,A8191ZV,HUB,HUB SEMARANG SILIWANGI (AHI),AHI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Dec-25,AB8685NH,HUB,HUB YOGYA URIP SUMOHARJO (AHI,AHI,MVB,NIAGA,9,MR,2958000.0,0,2958000.0
Dec-25,A8406ZF,HUB,HUB YOGYA URIP SUMOHARJO (AHI,AHI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,AB8380PH,HUB,HUB YOGYA URIP SUMOHARJO (AHI,AHI,MVB,NIAGA,7,MR,3318000.0,0,3318000.0
Dec-25,A8810VB,HUB,HUB SINGKAWANG,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,W8610PV,HUB,HUB BALI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,W8879NU,HUB,HUB BALI,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-25,DK8389DL,HUB,HUB BALI,HCI,CDE LC,NIAGA,11,MR,4766000.0,0,4766000.0
Dec-25,DK8725BK,HUB,HUB BALI,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,DK8606AJ,HUB,HUB BALI,HCI,PICKUP,NIAGA,7,MR,2995000.0,0,2995000.0
Dec-25,DK8633AJ,HUB,HUB BALI,HCI,PICKUP,NIAGA,7,MR,2995000.0,0,2995000.0
Dec-25,A8274ZS,HUB,HUB BALI,HCI,PICKUP,NIAGA,4,MR,3456000.0,0,3456000.0
Dec-25,A8231ZC,HUB,HUB BALI,HCI,CDE LC,NIAGA,9,MR,5486000.0,0,5486000.0
Dec-25,A8168ZD,HUB,HUB BALI,HCI,PICKUP,NIAGA,9,MR,2518000.0,0,2518000.0
Dec-25,A8361ZA,HUB,HUB BALIKPAPAN,HCI,CDE LC,NIAGA,10,MR,5083000.0,0,5083000.0
Dec-25,KT8527ZC,HUB,HUB BALIKPAPAN,HCI,MVB,NIAGA,4,MR,5565000.0,0,5565000.0
Dec-25,KT8993YH,HUB,HUB BALIKPAPAN,HCI,CDE LC,NIAGA,8,MR,6148000.0,0,6148000.0
Dec-25,A8245XA,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-25,A8799ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-25,A8750ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-25,A8975XA,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-25,D8659FI,HUB,HUB BANDUNG,HCI,PICKUP,NIAGA,7,MR,2995000.0,0,2995000.0
Dec-25,A8604ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8601ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8602ZF,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8993ZD,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,D8857FQ,HUB,HUB BANDUNG,HCI,PICKUP,NIAGA,5,MR,3295000.0,0,3295000.0
Dec-25,D8689FU,HUB,HUB BANDUNG,HCI,PICKUP,NIAGA,3,MR,2927000.0,0,2927000.0
Dec-25,D8933FV,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,D8934FV,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,D8935FV,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,D8099FJ,HUB,HUB BANDUNG,HCI,CDD LC,NIAGA,7,MR,7980000.0,0,7980000.0
Dec-25,A8708ZE,HUB,HUB BANDUNG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,A8644VB,HUB,HUB BANYUWANGI,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8486VB,HUB,HUB BANYUWANGI,HCI,PICKUP,NIAGA,2,MR,3016000.0,0,3016000.0
Dec-25,A8433ZU,HUB,HUB BANYUWANGI,HCI,PICKUP,NIAGA,5,MR,3295000.0,0,3295000.0
Dec-25,A8705ZE,HUB,HUB BENGKULU,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,A8084ZF,HUB,HUB BENGKULU,HCI,PICKUP,NIAGA,8,MR,1338400.0,1529600.0,-191200.0
Dec-25,A8603VX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8633WX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8331VX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8434XW,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-25,A8505YX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-25,A8745XA,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-25,F8601AY,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,F8599AY,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8494ZH,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8634WX,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8503ZH,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,B9415SAH,HUB,HUB BOGOR,HCI,PICKUP,NIAGA,10,MR,2394000.0,0,2394000.0
Dec-25,A8474ZX,HUB,HUB BOGOR,HCI,CDE,NIAGA,19,MR,3827000.0,0,3827000.0
Dec-25,A8645ZV,HUB,HUB BOGOR,HCI,PICKUP,NIAGA,6,MR,3175000.0,0,3175000.0
Dec-25,F8480HW,HUB,HUB BOGOR,HCI,PICKUP,NIAGA,2,MR,3016000.0,0,3016000.0
Dec-25,F8827BF,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8760VB,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8234VC,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,1,MR,8865000.0,0,8865000.0
Dec-25,A8505ZD,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,9,MR,5486000.0,0,5486000.0
Dec-25,A8994ZD,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,A8991ZD,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,A8186ZV,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Dec-25,F8150BH,HUB,HUB BOGOR,HCI,CDE LC,NIAGA,1,MR,9000000.0,0,9000000.0
Dec-25,A8733WX,HUB,HUB CIREBON,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8158ZC,HUB,HUB CIREBON,HCI,CDE LC,NIAGA,9,MR,5486000.0,0,5486000.0
Dec-25,A8327VX,HUB,HUB CIREBON,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8705WX,HUB,HUB CIREBON,HCI,PICKUP,NIAGA,13,MR,2119000.0,0,2119000.0
Dec-25,A8758VB,HUB,HUB DUMAI,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8021VC,HUB,HUB GARUT,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8539ZE,HUB,HUB GARUT,HCI,PICKUP,NIAGA,8,MR,382400.0,2485600.0,-2103200.0
Dec-25,A8566WX,HUB,HUB JAMBI,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8649VB,HUB,HUB JAMBI,HCI,PICKUP,NIAGA,2,MR,3016000.0,0,3016000.0
Dec-25,A8095ZC,HUB,HUB JEMBER,HCI,PICKUP,NIAGA,9,MR,2518000.0,0,2518000.0
Dec-25,A8853ZA,HUB,HUB JEMBER,HCI,CDE LC,NIAGA,10,MR,5083000.0,0,5083000.0
Dec-25,W8795PV,HUB,HUB KEDIRI,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,A8190ZV,HUB,HUB KEDIRI,HCI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Dec-25,A8653ZU,HUB,HUB KEDIRI,HCI,CDE LC,NIAGA,5,MR,7628000.0,0,7628000.0
Dec-25,W9039PB,HUB,HUB KEDIRI,HCI,PICKUP,NIAGA,5,MR,3295000.0,0,3295000.0
Dec-25,A8631WX,HUB,HUB LAMPUNG,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8148WX,HUB,HUB LAMPUNG,HCI,CDE LC,NIAGA,16,MR,4545000.0,0,4545000.0
Dec-25,A8508ZD,HUB,HUB LAMPUNG,HCI,CDE LC,NIAGA,9,MR,5486000.0,0,5486000.0
Dec-25,A8581ZF,HUB,HUB LAMPUNG,HCI,PICKUP,NIAGA,7,MR,2995000.0,0,2995000.0
Dec-25,A8376ZH,HUB,HUB LAMPUNG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8253WM,HUB,HUB LAMPUNG,HCI,PICKUP,NIAGA,6,MR,3175000.0,0,3175000.0
Dec-25,W8893NU,HUB,HUB MALANG,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,N8213BH,HUB,HUB MALANG,HCI,PICKUP,NIAGA,8,MR,2868000.0,0,2868000.0
Dec-25,A8013ZV,HUB,HUB MALANG,HCI,CDE LC,NIAGA,14,MR,4612000.0,0,4612000.0
Dec-25,W8196QA,HUB,HUB MALANG,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,N8292BK,HUB,HUB MALANG,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8654ZU,HUB,HUB PADANG,HCI,CDE LC,NIAGA,5,MR,7628000.0,0,7628000.0
Dec-25,A8532ZD,HUB,HUB PADANG,HCI,CDE LC,NIAGA,9,MR,5486000.0,0,5486000.0
Dec-25,BM8607QB,HUB,HUB PADANG,HCI,PICKUP,NIAGA,5,MR,3295000.0,0,3295000.0
Dec-25,A8936VB,HUB,HUB PALANGKARAYA,HCI,PICKUP,NIAGA,2,MR,3016000.0,0,3016000.0
Dec-25,A8099VC,HUB,HUB PALANGKARAYA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8635ZR,HUB,HUB PALANGKARAYA,HCI,CDE LC,NIAGA,3,MR,8369000.0,0,8369000.0
Dec-25,A8507ZD,HUB,HUB PALEMBANG,HCI,CDE LC,NIAGA,9,MR,5486000.0,0,5486000.0
Dec-25,A8992ZD,HUB,HUB PALEMBANG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,BG8573NX,HUB,HUB PALEMBANG,HCI,CDE LC,NIAGA,4,MR,8348000.0,0,8348000.0
Dec-25,A8667VA,HUB,HUB PALEMBANG,HCI,PICKUP,NIAGA,12,MR,2251000.0,0,2251000.0
Dec-25,A8796ZD,HUB,HUB PALEMBANG,HCI,PICKUP,NIAGA,8,MR,2868000.0,0,2868000.0
Dec-25,A8030ZE,HUB,HUB PALEMBANG,HCI,PICKUP,NIAGA,8,MR,2676800.0,191200.0,2485600.0
Dec-25,A8765ZD,HUB,HUB PEKANBARAU,HCI,PICKUP,NIAGA,8,MR,2868000.0,0,2868000.0
Dec-25,A8734ZE,HUB,HUB PEKANBARAU,HCI,CDD LC,NIAGA,8,MR,7713000.0,0,7713000.0
Dec-25,A8605VB,HUB,HUB PEKANBARAU,HCI,PICKUP,NIAGA,2,MR,3016000.0,0,3016000.0
Dec-25,A8812VB,HUB,HUB PEKANBARAU,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8716VB,HUB,HUB PURWOKERTO,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8648VB,HUB,HUB PURWOKERTO,HCI,PICKUP,NIAGA,2,MR,3016000.0,0,3016000.0
Dec-25,A8649XA,HUB,HUB PURWOKERTO,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-25,A8533ZD,HUB,HUB PURWOKERTO,HCI,CDE LC,NIAGA,9,MR,4937400.0,548600.0,4388800.0
Dec-25,H9627NA,HUB,HUB SEMARANG,HCI,PICKUP,NIAGA,10,MR,2394000.0,0,2394000.0
Dec-25,H8317PA,HUB,HUB SEMARANG,HCI,PICKUP,NIAGA,8,MR,2868000.0,0,2868000.0
Dec-25,H8238QA,HUB,HUB SEMARANG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,A8637ZH,HUB,HUB SEMARANG,HCI,PICKUP,NIAGA,7,MR,2995000.0,0,2995000.0
Dec-25,H8625CA,HUB,HUB SEMARANG,HCI,PICKUP,NIAGA,6,MR,3175000.0,0,3175000.0
Dec-25,A8179ZV,HUB,HUB SEMARANG,HCI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Dec-25,H9143CF,HUB,HUB SEMARANG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,H8153LA,HUB,HUB SEMARANG,HCI,PICKUP,NIAGA,9,MR,2518000.0,0,2518000.0
Dec-25,A8450VB,HUB,HUB SIANTAR,HCI,PICKUP,NIAGA,2,MR,3510000.0,0,3510000.0
Dec-25,BK8872MS,HUB,HUB SIANTAR,HCI,CDE LC,NIAGA,1,MR,9200000.0,0,9200000.0
Dec-25,A8565WX,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
Dec-25,A8521XZ,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,16,MR,4545000.0,0,4545000.0
Dec-25,A8568XY,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Dec-25,A8043ZX,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,15,MR,4574000.0,0,4574000.0
Dec-25,A8713XA,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,12,MR,4687000.0,0,4687000.0
Dec-25,A8041ZW,HUB,HUB TANGERANG,HCI,PICKUP,NIAGA,12,MR,2189000.0,0,2189000.0
Dec-25,B9937SCF,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,A8996ZD,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,8,MR,5948000.0,0,5948000.0
Dec-25,A8485ZH,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8078VC,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,A8189ZV,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,6,MR,7525000.0,0,7525000.0
Dec-25,B9013SCF,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,9,MR,5486000.0,0,5486000.0
Dec-25,A8518VC,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,1,MR,9000000.0,0,9000000.0
Dec-25,A8510VC,HUB,HUB TANGERANG,HCI,CDE LC,NIAGA,1,MR,9000000.0,0,9000000.0
Dec-25,A8204VX,HUB,HUB TASIKMALAYA,HCI,PICKUP,NIAGA,13,MR,2119000.0,0,2119000.0
Dec-25,D8932FV,HUB,HUB TASIKMALAYA,HCI,CDE LC,NIAGA,2,MR,8571000.0,0,8571000.0
Dec-25,AB8175I,HUB,HUB TEGAL,HCI,CDE LC,NIAGA,7,MR,6635000.0,0,6635000.0
Dec-25,A8569ZV,HUB,HUB TEGAL,HCI,PICKUP,NIAGA,6,MR,3175000.0,0,3175000.0
Dec-25,A8328VX,HUB,HUB UTARA,HCI,CDE LC,NIAGA,13,MR,4674000.0,0,4674000.0
